           4   5.00000007E-02
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.519999683            3899
   6.05000019      0.644999564            3900
   6.05000019      0.779999435            3901
   6.05000019      0.954999268            3902
   6.05000019       1.40999889            3903
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.509999692            3904
   6.15000010      0.639999568            3905
   6.15000010      0.769999444            3906
   6.15000010      0.909999311            3907
   6.15000010       1.08499920            3908
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.514999688            3909
   6.25000000      0.679999530            3910
   6.25000000      0.814999402            3911
   6.25000000      0.949999273            3912
   6.25000000       1.18999910            3913
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.569999635            3914
   6.34999990      0.719999492            3915
   6.34999990      0.849999368            3916
   6.34999990      0.984999239            3917
   6.34999990       1.26999903            3918
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.584999621            3919
   6.45000029      0.739999473            3920
   6.45000029      0.869999349            3921
   6.45000029       1.00999928            3922
   6.45000029       1.29499900            3923
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.604999602            3924
   6.55000019      0.749999464            3925
   6.55000019      0.904999316            3926
   6.55000019       1.05499923            3927
   6.55000019       1.33499897            3928
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.549999654            3929
   6.65000010      0.714999497            3930
   6.65000010      0.894999325            3931
   6.65000010       1.04499924            3932
   6.65000010       1.26999903            3933
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.529999673            3934
   6.75000000      0.749999464            3935
   6.75000000      0.979999244            3936
   6.75000000       1.15499914            3937
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.514999688            3938
   6.84999990      0.939999282            3939
   6.84999990       1.13999915            3940
   6.84999990       1.45999885            3941
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.959999263            3942
   6.95000029       1.16999912            3943
   6.95000029       1.39499891            3944
   6.95000029       4.00000000               0
